id,clave,institucion,tipo_cliente,promotor,modo,monto_solicitado,letra_solicitada,plazo_solicitado,itbms_fuera,interes_compuesto,ESPERADO_cuotas,ESPERADO_letra_quincenal,ESPERADO_suma_recibir,ESPERADO_itbms,ESPERADO_intereses,ESPERADO_comision_admin,ESPERADO_comision_promotor,ESPERADO_servicio_descuento,ESPERADO_timbres,ESPERADO_notaria,ESPERADO_feci,ESPERADO_obligacion_neta,ESPERADO_total_pagar,ESPERADO_tir_ref
162,G8,Contraloria General,6,Baja,monto,1000,,60,0,0,60,23.19,1000,17.81,1343.5,254.45,55.65,83.48,2.8,25,0,1017.81,2782.69,0.343774
163,G8,Contraloria General,6,Baja,monto,5000,,24,0,0,24,200.71,5000,89.06,2646.31,1272.27,192.68,289.03,9.7,25,110.26,5089.06,9634.31,0.415649
164,G8,Contraloria General,6,Baja,monto,5000,,60,0,0,60,117.53,5000,89.06,6717.55,1272.27,282.06,423.09,14.2,25,279.9,5089.06,14103.13,0.359167
165,G8,Contraloria General,6,Baja,monto,12000,,24,0,0,24,480.94,12000,213.74,6351.14,3053.44,461.71,692.56,23.1,25,264.63,12213.74,23085.32,0.416756
166,G8,Contraloria General,6,Baja,monto,12000,,60,0,0,60,281.75,12000,213.74,16122.13,3053.44,676.21,1014.31,33.9,25,671.76,12213.74,33810.49,0.359978
167,G8,Contraloria General,6,Baja,letra,,100,24,0,0,24,100,2514.64,44.79,1330.9,639.86,96,144,4.8,25.01,0,2559.43,4800,0.403438
168,G8,Contraloria General,6,Baja,letra,,100,60,0,0,60,100,4344.03,77.37,5836.24,1105.35,240,360,12,25.01,0,4421.4,12000,0.349022
169,G8,Contraloria General,6,Baja,letra,,300,24,0,0,24,300,7480.12,133.23,3958.94,1903.34,288,432,14.4,25.01,164.96,7613.35,14400,0.416294
170,G8,Contraloria General,6,Baja,letra,,300,60,0,0,60,300,12777.74,227.59,17167.03,3251.33,720,1080,36,25.02,715.29,13005.33,36000,0.360023
171,G8,Contraloria General,6,Referido $100,monto,1000,,24,0,0,24,43.5,1000,17.81,529.26,254.45,200,59.64,2,25,0,1017.81,2088.16,0.35018
172,G8,Contraloria General,6,Referido $100,monto,1000,,60,0,0,60,24.4,1000,17.81,1343.5,254.45,200,84.85,2.9,25,0,1017.81,2928.51,0.310185
173,G8,Contraloria General,6,Referido $100,monto,5000,,24,0,0,24,200.81,5000,89.06,2646.31,1272.27,200,286.16,9.6,25,110.26,5089.06,9638.66,0.415386
174,G8,Contraloria General,6,Referido $100,monto,5000,,60,0,0,60,116.79,5000,89.06,6717.55,1272.27,200,417.45,14,25,279.9,5089.06,14015.23,0.363956
175,G8,Contraloria General,6,Referido $100,monto,12000,,24,0,0,24,475.25,12000,213.74,6351.14,3053.44,200,681.36,22.8,25,264.63,12213.74,22812.11,0.425011
176,G8,Contraloria General,6,Referido $100,monto,12000,,60,0,0,60,277.63,12000,213.74,16122.13,3053.44,200,996.47,33.3,25,671.76,12213.74,33315.84,0.371567
177,G8,Contraloria General,6,Referido $100,letra,,100,24,0,0,24,100,2512.42,44.75,1329.72,639.29,200,144,4.8,-74.98,0,2557.17,4800,0.402858
178,G8,Contraloria General,6,Referido $100,letra,,100,60,0,0,60,100,4397.55,78.33,5908.16,1118.97,200,360,12.1,-75.11,0,4475.88,12000,0.358134
179,G8,Contraloria General,6,Referido $100,letra,,300,24,0,0,24,300,7583.22,135.07,4013.51,1929.57,200,432,14.4,-75,167.23,7718.29,14400,0.425786
180,G8,Contraloria General,6,Referido $100,letra,,300,60,0,0,60,300,13009.8,231.73,17478.81,3310.38,200,1080,36,-75,728.28,13241.53,36000,0.374257
181,G8,Contraloria General,7,Completo,monto,1000,,24,0,0,11,75.09,1000,17.81,244.27,254.45,59.48,49.57,1.7,25,0,1017.81,1652.28,0.432071
182,G8,Contraloria General,7,Completo,monto,1000,,60,0,0,11,75.09,1000,17.81,244.27,254.45,59.48,49.57,1.7,25,0,1017.81,1652.28,0.432071
183,G8,Contraloria General,7,Completo,monto,5000,,24,0,0,24,204.16,5000,89.06,2646.31,1272.27,352.78,293.98,9.8,25,110.26,5089.06,9799.46,0.40434
184,G8,Contraloria General,7,Completo,monto,5000,,60,0,0,60,119.54,5000,89.06,6717.55,1272.27,516.42,430.35,14.4,25,279.9,5089.06,14344.95,0.346538
185,G8,Contraloria General,7,Completo,monto,12000,,24,0,0,24,489.19,12000,213.74,6351.14,3053.44,845.32,704.44,23.5,25,264.63,12213.74,23481.21,0.405362
186,G8,Contraloria General,7,Completo,monto,12000,,60,0,0,60,286.58,12000,213.74,16122.13,3053.44,1238.05,1031.71,34.4,25,671.76,12213.74,34390.23,0.347323
187,G8,Contraloria General,7,Completo,letra,,100,24,0,0,11,100,1336.99,23.81,326.59,340.2,79.2,66,2.2,25.01,0,1360.8,2200,0.434898
188,G8,Contraloria General,7,Completo,letra,,100,60,0,0,11,100,1336.99,23.81,326.59,340.2,79.2,66,2.2,25.01,0,1360.8,2200,0.434898
189,G8,Contraloria General,7,Completo,letra,,300,24,0,0,11,300,4043.94,72.03,987.83,1028.99,237.6,198,6.6,25.01,0,4115.97,6600,0.440048
190,G8,Contraloria General,7,Completo,letra,,300,60,0,0,11,300,4043.94,72.03,987.83,1028.99,237.6,198,6.6,25.01,0,4115.97,6600,0.440048
191,G8,Contraloria General,7,Baja,monto,1000,,24,0,0,11,73.84,1000,17.81,244.27,254.45,32.49,48.73,1.7,25,0,1017.81,1624.45,0.443046
192,G8,Contraloria General,7,Baja,monto,1000,,60,0,0,11,73.84,1000,17.81,244.27,254.45,32.49,48.73,1.7,25,0,1017.81,1624.45,0.443046
193,G8,Contraloria General,7,Baja,monto,5000,,24,0,0,24,200.71,5000,89.06,2646.31,1272.27,192.68,289.03,9.7,25,110.26,5089.06,9634.31,0.415649
194,G8,Contraloria General,7,Baja,monto,5000,,60,0,0,60,117.53,5000,89.06,6717.55,1272.27,282.06,423.09,14.2,25,279.9,5089.06,14103.13,0.359167
195,G8,Contraloria General,7,Baja,monto,12000,,24,0,0,24,480.94,12000,213.74,6351.14,3053.44,461.71,692.56,23.1,25,264.63,12213.74,23085.32,0.416756
196,G8,Contraloria General,7,Baja,monto,12000,,60,0,0,60,281.75,12000,213.74,16122.13,3053.44,676.21,1014.31,33.9,25,671.76,12213.74,33810.49,0.359978
197,G8,Contraloria General,7,Baja,letra,,100,24,0,0,11,100,1360.2,24.23,332.26,346.11,44,66,2.3,24.9,0,1384.43,2200,0.445818
198,G8,Contraloria General,7,Baja,letra,,100,60,0,0,11,100,1360.2,24.23,332.26,346.11,44,66,2.3,24.9,0,1384.43,2200,0.445818
199,G8,Contraloria General,7,Baja,letra,,300,24,0,0,11,300,4113.58,73.27,1004.84,1046.71,132,198,6.7,24.9,0,4186.85,6600,0.451044
200,G8,Contraloria General,7,Baja,letra,,300,60,0,0,11,300,4113.58,73.27,1004.84,1046.71,132,198,6.7,24.9,0,4186.85,6600,0.451044
201,G8,Contraloria General,7,Referido $100,monto,1000,,24,0,0,11,81.55,1000,17.81,244.27,254.45,200,50.82,1.7,25,0,1017.81,1794.05,0.385052
202,G8,Contraloria General,7,Referido $100,monto,1000,,60,0,0,11,81.55,1000,17.81,244.27,254.45,200,50.82,1.7,25,0,1017.81,1794.05,0.385052
203,G8,Contraloria General,7,Referido $100,monto,5000,,24,0,0,24,200.81,5000,89.06,2646.31,1272.27,200,286.16,9.6,25,110.26,5089.06,9638.66,0.415386
204,G8,Contraloria General,7,Referido $100,monto,5000,,60,0,0,60,116.79,5000,89.06,6717.55,1272.27,200,417.45,14,25,279.9,5089.06,14015.23,0.363956
205,G8,Contraloria General,7,Referido $100,monto,12000,,24,0,0,24,475.25,12000,213.74,6351.14,3053.44,200,681.36,22.8,25,264.63,12213.74,22812.11,0.425011
206,G8,Contraloria General,7,Referido $100,monto,12000,,60,0,0,60,277.63,12000,213.74,16122.13,3053.44,200,996.47,33.3,25,671.76,12213.74,33315.84,0.371567
207,G8,Contraloria General,7,Referido $100,letra,,100,24,0,0,11,100,1323.28,23.57,323.24,336.71,200,66,2.3,-75.1,0,1346.85,2200,0.428525
208,G8,Contraloria General,7,Referido $100,letra,,100,60,0,0,11,100,1323.28,23.57,323.24,336.71,200,66,2.3,-75.1,0,1346.85,2200,0.428525
209,G8,Contraloria General,7,Referido $100,letra,,300,24,0,0,11,300,4134.68,73.65,1009.99,1052.08,200,198,6.6,-75,0,4208.33,6600,0.454408
210,G8,Contraloria General,7,Referido $100,letra,,300,60,0,0,11,300,4134.68,73.65,1009.99,1052.08,200,198,6.6,-75,0,4208.33,6600,0.454408
211,G9,Contraloria General,1,Completo,monto,1000,,24,0,0,24,36.78,1000,25.12,266.53,358.79,88.27,0,1.8,25,0,1025.12,1765.51,0.320892
212,G9,Contraloria General,1,Completo,monto,1000,,60,0,0,60,18.3,1000,25.12,676.57,358.79,109.88,0,2.2,25,0,1025.12,2197.56,0.237428
213,G9,Contraloria General,1,Completo,monto,5000,,24,0,0,24,184.15,5000,125.58,1332.65,1793.95,441.95,0,8.9,25,111.05,5125.58,8839.08,0.337518
214,G9,Contraloria General,1,Completo,monto,5000,,60,0,0,60,93.16,5000,125.58,3382.88,1793.95,558.97,0,11.2,25,281.91,5125.58,11179.49,0.252836
215,G9,Contraloria General,1,Completo,monto,12000,,24,0,0,24,441.18,12000,301.38,3198.35,4305.48,1058.84,0,21.2,25,266.53,12301.38,21176.78,0.338394
216,G9,Contraloria General,1,Completo,monto,12000,,60,0,0,60,223.28,12000,301.38,8118.91,4305.48,1339.69,0,26.8,25,676.58,12301.38,26793.84,0.253454
217,G9,Contraloria General,1,Completo,letra,,100,24,0,0,24,100,2744.85,68.94,731.58,984.83,240,0,4.8,25,0,2813.79,4800,0.325526
218,G9,Contraloria General,1,Completo,letra,,100,60,0,0,60,100,5367.85,134.82,3631.76,1925.93,600,0,12.1,24.89,302.65,5502.67,12000,0.252921
219,G9,Contraloria General,1,Completo,letra,,300,24,0,0,24,300,8155.1,204.82,2173.57,2925.97,720,0,14.4,25.01,181.13,8359.92,14400,0.338099
220,G9,Contraloria General,1,Completo,letra,,300,60,0,0,60,300,16127.16,405.04,10911.25,5786.27,1800,0,36,25.01,909.27,16532.2,36000,0.25357
221,G9,Contraloria General,1,Baja,monto,1000,,24,0,0,24,35.65,1000,25.12,266.53,358.79,34.23,0,1.8,25,0,1025.12,1711.47,0.336089
222,G9,Contraloria General,1,Baja,monto,1000,,60,0,0,60,17.75,1000,25.12,676.57,358.79,42.6,0,2.2,25,0,1025.12,2130.28,0.250748
223,G9,Contraloria General,1,Baja,monto,5000,,24,0,0,24,178.5,5000,125.58,1332.65,1793.95,171.36,0,8.6,25,111.05,5125.58,8568.19,0.353901
224,G9,Contraloria General,1,Baja,monto,5000,,60,0,0,60,90.31,5000,125.58,3382.88,1793.95,216.74,0,10.9,25,281.91,5125.58,10836.96,0.267199
225,G9,Contraloria General,1,Baja,monto,12000,,24,0,0,24,427.66,12000,301.38,3198.35,4305.48,410.56,0,20.6,25,266.53,12301.38,20527.9,0.354861
226,G9,Contraloria General,1,Baja,monto,12000,,60,0,0,60,216.44,12000,301.38,8118.91,4305.48,519.46,0,26,25,676.58,12301.38,25972.81,0.267852
227,G9,Contraloria General,1,Baja,letra,,100,24,0,0,24,100,2832.1,71.13,754.83,1016.13,96,0,4.8,25.01,0,2903.23,4800,0.341231
228,G9,Contraloria General,1,Baja,letra,,100,60,0,0,60,100,5537.91,139.09,3746.82,1986.95,240,0,12.1,24.89,312.24,5677,12000,0.267302
229,G9,Contraloria General,1,Baja,letra,,300,24,0,0,24,300,8413.37,211.3,2242.41,3018.63,288,0,14.4,25.02,186.87,8624.67,14400,0.354582
230,G9,Contraloria General,1,Baja,letra,,300,60,0,0,60,300,16637.35,417.85,11256.43,5969.32,720,0,36,25.01,938.04,17055.2,36000,0.267985
231,G9,Contraloria General,1,Referido $100,monto,1000,,24,0,0,24,39.11,1000,25.12,266.53,358.79,200,0,1.8,25,0,1025.12,1877.24,0.293369
232,G9,Contraloria General,1,Referido $100,monto,1000,,60,0,0,60,19.05,1000,25.12,676.57,358.79,200,0,2.2,25,0,1025.12,2287.68,0.221974
233,G9,Contraloria General,1,Referido $100,monto,5000,,24,0,0,24,179.1,5000,125.58,1332.65,1793.95,200,0,8.5,25,111.05,5125.58,8596.73,0.352123
234,G9,Contraloria General,1,Referido $100,monto,5000,,60,0,0,60,90.17,5000,125.58,3382.88,1793.95,200,0,10.8,25,281.91,5125.58,10820.12,0.267949
235,G9,Contraloria General,1,Referido $100,monto,12000,,24,0,0,24,423.27,12000,301.38,3198.35,4305.48,200,0,20.3,25,266.53,12301.38,20317.04,0.360573
236,G9,Contraloria General,1,Referido $100,monto,12000,,60,0,0,60,213.77,12000,301.38,8118.91,4305.48,200,0,25.6,25,676.58,12301.38,25652.95,0.273918
237,G9,Contraloria General,1,Referido $100,letra,,100,24,0,0,24,100,2829.68,71.07,754.19,1015.26,200,0,4.8,-75,0,2900.75,4800,0.340789
238,G9,Contraloria General,1,Referido $100,letra,,100,60,0,0,60,100,5604.05,140.75,3791.56,2010.68,200,0,12,-75,315.96,5744.8,12000,0.2731
239,G9,Contraloria General,1,Referido $100,letra,,300,24,0,0,24,300,8525.77,214.13,2272.37,3058.96,200,0,14.4,-74.99,189.36,8739.9,14400,0.361931
240,G9,Contraloria General,1,Referido $100,letra,,300,60,0,0,60,300,16930.24,425.21,11454.59,6074.41,200,0,36,-75,954.55,17355.45,36000,0.276609
241,G9,Contraloria General,2,Completo,monto,1000,,24,0,0,24,40.1,1000,17.81,529.26,254.45,96.23,0,2,25,0,1017.81,1924.75,0.398083
242,G9,Contraloria General,2,Completo,monto,1000,,60,0,0,60,23.19,1000,17.81,1343.5,254.45,139.13,0,2.8,25,0,1017.81,2782.69,0.343774
243,G9,Contraloria General,2,Completo,monto,5000,,24,0,0,24,200.71,5000,89.06,2646.31,1272.27,481.71,0,9.7,25,110.26,5089.06,9634.31,0.415649
244,G9,Contraloria General,2,Completo,monto,5000,,60,0,0,60,117.53,5000,89.06,6717.55,1272.27,705.15,0,14.2,25,279.9,5089.06,14103.13,0.359167
245,G9,Contraloria General,2,Completo,monto,12000,,24,0,0,24,480.94,12000,213.74,6351.14,3053.44,1154.27,0,23.1,25,264.63,12213.74,23085.32,0.416756
246,G9,Contraloria General,2,Completo,monto,12000,,60,0,0,60,281.75,12000,213.74,16122.13,3053.44,1690.52,0,33.9,25,671.76,12213.74,33810.49,0.359978
247,G9,Contraloria General,2,Completo,letra,,100,24,0,0,24,100,2514.64,44.79,1330.9,639.86,240,0,4.8,25.01,0,2559.43,4800,0.403438
248,G9,Contraloria General,2,Completo,letra,,100,60,0,0,60,100,4344.03,77.37,5836.24,1105.35,600,0,12,25.01,0,4421.4,12000,0.349022
249,G9,Contraloria General,2,Completo,letra,,300,24,0,0,24,300,7480.12,133.23,3958.94,1903.34,720,0,14.4,25.01,164.96,7613.35,14400,0.416294
250,G9,Contraloria General,2,Completo,letra,,300,60,0,0,60,300,12777.74,227.59,17167.03,3251.33,1800,0,36,25.02,715.29,13005.33,36000,0.360023
251,G9,Contraloria General,2,Baja,monto,1000,,24,0,0,24,38.86,1000,17.81,529.26,254.45,37.31,0,1.9,25,0,1017.81,1865.73,0.418512
252,G9,Contraloria General,2,Baja,monto,1000,,60,0,0,60,22.48,1000,17.81,1343.5,254.45,53.95,0,2.7,25,0,1017.81,2697.41,0.367131
253,G9,Contraloria General,2,Baja,monto,5000,,24,0,0,24,194.56,5000,89.06,2646.31,1272.27,186.78,0,9.4,25,110.26,5089.06,9339.08,0.437637
254,G9,Contraloria General,2,Baja,monto,5000,,60,0,0,60,113.92,5000,89.06,6717.55,1272.27,273.42,0,13.7,25,279.9,5089.06,13670.9,0.384234
255,G9,Contraloria General,2,Baja,monto,12000,,24,0,0,24,466.21,12000,213.74,6351.14,3053.44,447.56,0,22.4,25,264.63,12213.74,22377.91,0.43884
256,G9,Contraloria General,2,Baja,monto,12000,,60,0,0,60,273.12,12000,213.74,16122.13,3053.44,655.49,0,32.8,25,671.76,12213.74,32774.36,0.385187
257,G9,Contraloria General,2,Baja,letra,,100,24,0,0,24,100,2594.58,46.21,1373.21,660.2,96,0,4.8,25,0,2640.79,4800,0.424625
258,G9,Contraloria General,2,Baja,letra,,100,60,0,0,60,100,4481.65,79.83,6021.15,1140.37,240,0,12,25,0,4561.48,12000,0.373011
259,G9,Contraloria General,2,Baja,letra,,300,24,0,0,24,300,7717.02,137.45,4084.32,1963.62,288,0,14.4,25.01,170.18,7854.47,14400,0.438368
260,G9,Contraloria General,2,Baja,letra,,300,60,0,0,60,300,13181.97,234.79,17710.12,3354.19,720,0,36,25.01,737.92,13416.76,36000,0.385247
261,G9,Contraloria General,2,Referido $100,monto,1000,,24,0,0,24,42.26,1000,17.81,529.26,254.45,200,0,2,25,0,1017.81,2028.52,0.366275
262,G9,Contraloria General,2,Referido $100,monto,1000,,60,0,0,60,23.7,1000,17.81,1343.5,254.45,200,0,2.8,25,0,1017.81,2843.56,0.32898
263,G9,Contraloria General,2,Referido $100,monto,5000,,24,0,0,24,194.84,5000,89.06,2646.31,1272.27,200,0,9.3,25,110.26,5089.06,9352.2,0.436643
264,G9,Contraloria General,2,Referido $100,monto,5000,,60,0,0,60,113.31,5000,89.06,6717.55,1272.27,200,0,13.5,25,279.9,5089.06,13597.28,0.3889
265,G9,Contraloria General,2,Referido $100,monto,12000,,24,0,0,24,461.04,12000,213.74,6351.14,3053.44,200,0,22.1,25,264.63,12213.74,22130.05,0.44713
266,G9,Contraloria General,2,Referido $100,monto,12000,,60,0,0,60,269.32,12000,213.74,16122.13,3053.44,200,0,32.3,25,671.76,12213.74,32318.37,0.397495
267,G9,Contraloria General,2,Referido $100,letra,,100,24,0,0,24,100,2592.36,46.17,1372.03,659.63,200,0,4.8,-74.99,0,2638.53,4800,0.424021
268,G9,Contraloria General,2,Referido $100,letra,,100,60,0,0,60,100,4535.17,80.78,6093.05,1153.99,200,0,12,-74.99,0,4615.95,12000,0.382856
269,G9,Contraloria General,2,Referido $100,letra,,300,24,0,0,24,300,7820.12,139.29,4138.89,1989.85,200,0,14.4,-75,172.45,7959.41,14400,0.448271
270,G9,Contraloria General,2,Referido $100,letra,,300,60,0,0,60,300,13414.03,238.93,18021.9,3413.24,200,0,36.1,-75.11,750.91,13652.96,36000,0.400681
271,G9,Contraloria General,3,Completo,monto,1000,,24,0,0,24,37.15,1000,7.05,523.66,100.71,124.81,0,1.8,25,0,1007.05,1783.03,0.315634
272,G9,Contraloria General,3,Completo,monto,1000,,60,0,0,60,22.09,1000,7.05,1329.3,100.71,185.52,0,2.7,25,0,1007.05,2650.28,0.303708
273,G9,Contraloria General,3,Completo,monto,5000,,24,0,0,24,185.94,5000,35.25,2618.33,503.53,624.74,0,9,25,109.1,5035.25,8924.95,0.331602
274,G9,Contraloria General,3,Completo,monto,5000,,60,0,0,60,112.01,5000,35.25,6646.53,503.53,940.91,0,13.5,25,276.94,5035.25,13441.66,0.317979
275,G9,Contraloria General,3,Completo,monto,12000,,24,0,0,24,445.46,12000,84.59,6283.98,1208.46,1496.74,0,21.4,25,261.83,12084.59,21382,0.332471
276,G9,Contraloria General,3,Completo,monto,12000,,60,0,0,60,268.52,12000,84.59,15951.65,1208.46,2255.55,0,32.3,25,664.65,12084.59,32222.2,0.318736
277,G9,Contraloria General,3,Completo,letra,,100,24,0,0,24,100,2718,19.16,1423.32,273.72,336,0,4.8,25,0,2737.16,4800,0.32007
278,G9,Contraloria General,3,Completo,letra,,100,60,0,0,60,100,4564.11,32.17,6067.08,459.63,840,0,12,25.01,0,4596.28,12000,0.308329
279,G9,Contraloria General,3,Completo,letra,,300,24,0,0,24,300,8076.63,56.93,4229.45,813.36,1008,0,14.4,25,176.23,8133.56,14400,0.332163
280,G9,Contraloria General,3,Completo,letra,,300,60,0,0,60,300,13408.11,94.52,17823.47,1350.26,2520,0,36,25,742.64,13502.63,36000,0.318789
281,G9,Contraloria General,3,Baja,monto,1000,,24,0,0,24,38.86,1000,17.81,529.26,254.45,37.31,0,1.9,25,0,1017.81,1865.73,0.418512
282,G9,Contraloria General,3,Baja,monto,1000,,60,0,0,60,22.48,1000,17.81,1343.5,254.45,53.95,0,2.7,25,0,1017.81,2697.41,0.367131
283,G9,Contraloria General,3,Baja,monto,5000,,24,0,0,24,194.56,5000,89.06,2646.31,1272.27,186.78,0,9.4,25,110.26,5089.06,9339.08,0.437637
284,G9,Contraloria General,3,Baja,monto,5000,,60,0,0,60,113.92,5000,89.06,6717.55,1272.27,273.42,0,13.7,25,279.9,5089.06,13670.9,0.384234
285,G9,Contraloria General,3,Baja,monto,12000,,24,0,0,24,466.21,12000,213.74,6351.14,3053.44,447.56,0,22.4,25,264.63,12213.74,22377.91,0.43884
286,G9,Contraloria General,3,Baja,monto,12000,,60,0,0,60,273.12,12000,213.74,16122.13,3053.44,655.49,0,32.8,25,671.76,12213.74,32774.36,0.385187
287,G9,Contraloria General,3,Baja,letra,,100,24,0,0,24,100,2594.58,46.21,1373.21,660.2,96,0,4.8,25,0,2640.79,4800,0.424625
288,G9,Contraloria General,3,Baja,letra,,100,60,0,0,60,100,4481.65,79.83,6021.15,1140.37,240,0,12,25,0,4561.48,12000,0.373011
289,G9,Contraloria General,3,Baja,letra,,300,24,0,0,24,300,7717.02,137.45,4084.32,1963.62,288,0,14.4,25.01,170.18,7854.47,14400,0.438368
290,G9,Contraloria General,3,Baja,letra,,300,60,0,0,60,300,13181.97,234.79,17710.12,3354.19,720,0,36,25.01,737.92,13416.76,36000,0.385247
291,G9,Contraloria General,3,Referido $100,monto,1000,,24,0,0,24,42.26,1000,17.81,529.26,254.45,200,0,2,25,0,1017.81,2028.52,0.366275
292,G9,Contraloria General,3,Referido $100,monto,1000,,60,0,0,60,23.7,1000,17.81,1343.5,254.45,200,0,2.8,25,0,1017.81,2843.56,0.32898
293,G9,Contraloria General,3,Referido $100,monto,5000,,24,0,0,24,194.84,5000,89.06,2646.31,1272.27,200,0,9.3,25,110.26,5089.06,9352.2,0.436643
294,G9,Contraloria General,3,Referido $100,monto,5000,,60,0,0,60,113.31,5000,89.06,6717.55,1272.27,200,0,13.5,25,279.9,5089.06,13597.28,0.3889
295,G9,Contraloria General,3,Referido $100,monto,12000,,24,0,0,24,461.04,12000,213.74,6351.14,3053.44,200,0,22.1,25,264.63,12213.74,22130.05,0.44713
296,G9,Contraloria General,3,Referido $100,monto,12000,,60,0,0,60,269.32,12000,213.74,16122.13,3053.44,200,0,32.3,25,671.76,12213.74,32318.37,0.397495
297,G9,Contraloria General,3,Referido $100,letra,,100,24,0,0,24,100,2592.36,46.17,1372.03,659.63,200,0,4.8,-74.99,0,2638.53,4800,0.424021
298,G9,Contraloria General,3,Referido $100,letra,,100,60,0,0,60,100,4535.17,80.78,6093.05,1153.99,200,0,12,-74.99,0,4615.95,12000,0.382856
299,G9,Contraloria General,3,Referido $100,letra,,300,24,0,0,24,300,7820.12,139.29,4138.89,1989.85,200,0,14.4,-75,172.45,7959.41,14400,0.448271
300,G9,Contraloria General,3,Referido $100,letra,,300,60,0,0,60,300,13414.03,238.93,18021.9,3413.24,200,0,36.1,-75.11,750.91,13652.96,36000,0.400681
301,G9,Contraloria General,4,Completo,monto,1000,,24,0,0,24,39.51,1000,17.81,529.26,254.45,68.28,0,1.9,25,0,1017.81,1896.7,0.407515
302,G9,Contraloria General,4,Completo,monto,1000,,60,0,0,48,25.48,1000,17.81,1058.52,254.45,88.07,0,2.5,25,0,1017.81,2446.35,0.366637
303,G9,Contraloria General,4,Completo,monto,5000,,24,0,0,24,197.8,5000,89.06,2646.31,1272.27,341.79,0,9.5,25,110.26,5089.06,9494.19,0.425842
304,G9,Contraloria General,4,Completo,monto,5000,,60,0,0,60,115.82,5000,89.06,6717.55,1272.27,500.33,0,13.9,25,279.9,5089.06,13898.01,0.370635
305,G9,Contraloria General,4,Completo,monto,12000,,24,0,0,24,473.95,12000,213.74,6351.14,3053.44,818.99,0,22.8,25,264.63,12213.74,22749.74,0.426941
306,G9,Contraloria General,4,Completo,monto,12000,,60,0,0,60,277.66,12000,213.74,16122.13,3053.44,1199.48,0,33.4,25,671.76,12213.74,33318.95,0.3715
307,G9,Contraloria General,4,Completo,letra,,100,24,0,0,24,100,2551.95,45.45,1350.64,649.35,172.8,0,4.8,25.01,0,2597.4,4800,0.413215
308,G9,Contraloria General,4,Completo,letra,,100,60,0,0,48,100,3955.66,70.46,4187.16,1006.53,345.6,0,9.7,24.89,0,4026.12,9600,0.372448
309,G9,Contraloria General,4,Completo,letra,,300,24,0,0,24,300,7590.68,135.2,4017.45,1931.47,518.4,0,14.4,25.01,167.39,7725.88,14400,0.426478
310,G9,Contraloria General,4,Completo,letra,,300,60,0,0,48,300,11667.64,207.82,12350.47,2968.87,1036.8,0,28.8,25,514.6,11875.46,28800,0.38446
311,G9,Contraloria General,4,Baja,monto,1000,,24,0,0,24,38.47,1000,17.81,529.26,254.45,18.47,0,1.9,25,0,1017.81,1846.89,0.425637
312,G9,Contraloria General,4,Baja,monto,1000,,60,0,0,48,24.81,1000,17.81,1058.52,254.45,23.82,0,2.4,25,0,1017.81,2382,0.386371
313,G9,Contraloria General,4,Baja,monto,5000,,24,0,0,24,192.6,5000,89.06,2646.31,1272.27,92.45,0,9.3,25,110.26,5089.06,9244.65,0.445211
314,G9,Contraloria General,4,Baja,monto,5000,,60,0,0,60,112.77,5000,89.06,6717.55,1272.27,135.33,0,13.6,25,279.9,5089.06,13532.71,0.393066
315,G9,Contraloria General,4,Baja,monto,12000,,24,0,0,24,461.49,12000,213.74,6351.14,3053.44,221.52,0,22.2,25,264.63,12213.74,22151.67,0.446392
316,G9,Contraloria General,4,Baja,monto,12000,,60,0,0,60,270.36,12000,213.74,16122.13,3053.44,324.43,0,32.5,25,671.76,12213.74,32443,0.394052
317,G9,Contraloria General,4,Baja,letra,,100,24,0,0,24,100,2621.22,46.69,1387.31,666.98,48,0,4.8,25,0,2667.91,4800,0.431882
318,G9,Contraloria General,4,Baja,letra,,100,60,0,0,48,100,4062.74,72.36,4300.5,1033.77,96,0,9.6,25.03,0,4135.1,9600,0.392711
319,G9,Contraloria General,4,Baja,letra,,300,24,0,0,24,300,7795.99,138.86,4126.12,1983.71,144,0,14.4,25,171.92,7934.85,14400,0.445937
320,G9,Contraloria General,4,Baja,letra,,300,60,0,0,48,300,11982.93,213.44,12684.22,3049.09,288,0,28.8,25.01,528.51,12196.37,28800,0.405741
321,G9,Contraloria General,4,Referido $100,monto,1000,,24,0,0,24,42.26,1000,17.81,529.26,254.45,200,0,2,25,0,1017.81,2028.52,0.366275
322,G9,Contraloria General,4,Referido $100,monto,1000,,60,0,0,48,26.65,1000,17.81,1058.52,254.45,200,0,2.5,25,0,1017.81,2558.28,0.336952
323,G9,Contraloria General,4,Referido $100,monto,5000,,24,0,0,24,194.84,5000,89.06,2646.31,1272.27,200,0,9.3,25,110.26,5089.06,9352.2,0.436643
324,G9,Contraloria General,4,Referido $100,monto,5000,,60,0,0,60,113.31,5000,89.06,6717.55,1272.27,200,0,13.5,25,279.9,5089.06,13597.28,0.3889
325,G9,Contraloria General,4,Referido $100,monto,12000,,24,0,0,24,461.04,12000,213.74,6351.14,3053.44,200,0,22.1,25,264.63,12213.74,22130.05,0.44713
326,G9,Contraloria General,4,Referido $100,monto,12000,,60,0,0,60,269.32,12000,213.74,16122.13,3053.44,200,0,32.3,25,671.76,12213.74,32318.37,0.397495
327,G9,Contraloria General,4,Referido $100,letra,,100,24,0,0,24,100,2592.36,46.17,1372.03,659.63,200,0,4.8,-74.99,0,2638.53,4800,0.424021
